,testGroup,device,operatingSystem,userAgentClass,browser,browserVersion,screenWidth,screenHeight,users,sessions,pis,accPis,greenLcpPis,yellowLcpPis,redLcpPis,addToCartEvents,conversions,browserGrouped,osGrouped
29123,A,Desktop,Mac OS,Browser,Chrome,107,2867,1792,1,1,1,1,1,0,0,0,0,Chrome,Mac OS
29124,B,Tablet,Android,Browser Webview,Chrome Webview,114.0.5735.196,1600,2560,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29125,A,Desktop,Mac OS,Browser,Chrome,108,3584,2240,1,1,1,0,1,0,0,0,0,Chrome,Mac OS
29126,B,Mobile,Android,Browser,Chrome,81.0.4044.138,1560,720,1,1,1,0,0,0,1,0,0,Chrome,Android
29127,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.227,721,1520,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
29128,A,Mobile,Android,Browser,Chrome,114,1221,2712,1,1,1,0,1,0,0,0,0,Chrome,Android
29129,B,Desktop,Windows NT,Browser,Firefox,110.0,1680,1050,1,1,1,0,0,0,0,0,0,Firefox,Windows NT
29130,B,Mobile,Android,Browser,Chrome,87.0.4280.141,1080,2161,1,1,1,0,0,0,0,0,0,Chrome,Android
29131,A,Mobile,Android,Browser,Chrome,92.0.4515.131,721,1480,1,1,1,0,0,0,1,0,0,Chrome,Android
29132,B,Tablet,Android,Browser,Chrome,117,1280,801,1,1,1,0,0,1,0,0,0,Chrome,Android
29133,B,Desktop,Linux,Browser,Chrome,116,1404,3120,1,1,1,0,0,0,1,0,0,Chrome,Linux
29134,B,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1440,3088,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29135,A,Mobile,Android,Browser,Chrome,117,583,1295,1,1,1,0,0,0,1,0,0,Chrome,Android
29136,A,Mobile,Android,Browser Webview,Chrome Webview,118.0.0.0,1080,2241,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29137,B,Tablet,Android,Browser,Chrome,103,800,1280,1,1,1,0,0,0,1,0,0,Chrome,Android
29138,B,Mobile,Android,Browser,SamsungBrowser,20.0,720,1520,1,1,1,0,0,0,0,0,0,SamsungBrowser,Android
29139,B,Mobile,Android,Browser,Mi Browser,12.21.1-go,1080,2161,1,1,1,0,0,0,1,0,0,Other,Android
29140,B,Tablet,Android,Browser,Chrome,98.0.4758.87,2001,1200,1,1,1,0,0,0,1,0,0,Chrome,Android
29141,B,Mobile,Android,Browser,Opera Mobile,64.1.3282.59829,720,1650,1,1,1,0,0,0,0,0,0,Other,Android
29142,B,Desktop,Windows NT,Browser,Firefox,105.0,1534,1001,1,1,1,0,0,0,1,0,0,Firefox,Windows NT
29143,A,Tablet,Android,Browser,Edge,117,1200,2001,1,1,1,0,0,0,0,0,0,Edge,Android
29144,B,Mobile,Android,Browser,Chrome,83.0.4103.101,1600,720,1,1,1,0,0,0,1,0,0,Chrome,Android
29145,B,Mobile,Android,Browser,Chrome,117,1404,3132,1,1,1,0,1,0,0,0,0,Chrome,Android
29146,A,Mobile,Android,Browser,Chrome,115,2401,1080,1,1,1,0,0,0,1,0,0,Chrome,Android
29147,A,Mobile,Android,Browser Webview,Chrome Webview,100.0.4896.60,960,480,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29148,B,Tablet,Android,Browser Webview,Chrome Webview,81.0.4044.138,800,1280,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29149,B,Mobile,Android,Browser,Chrome,87.0.4280.101,720,1480,1,1,1,0,0,1,0,0,0,Chrome,Android
29150,A,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.141,1082,2405,1,1,1,0,0,1,0,0,0,Chrome Webview,Android
29151,A,Desktop,Mac OS,Browser,Safari,17.0.1,1170,1426,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29152,A,Desktop,Mac OS,Browser,Edge,117,1440,2560,1,1,1,0,0,0,1,0,0,Edge,Mac OS
29153,A,Desktop,Mac OS,Browser,Safari,13.1.2,1280,720,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29154,B,Desktop,Mac OS,Browser,Safari,14.0.2,1620,2160,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29155,A,Mobile,Android,Browser Webview,Chrome Webview,57.0.2987.108,2340,1080,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29156,A,Desktop,Windows NT,Browser,Chrome,114.0.5735.289,1727,971,1,1,1,0,1,0,0,0,0,Chrome,Windows NT
29157,B,Mobile,Android,Browser,Huawei Browser,14.0.2.300,1080,2388,1,1,1,0,0,0,1,0,0,Other,Android
29158,A,Desktop,Mac OS,Browser,Safari,16.6.1,3456,2234,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29159,A,Mobile,iOS,Browser,Aloha Browser,5.0.0,1170,2532,1,1,1,0,0,0,0,0,0,Other,iOS
29160,A,Mobile,Android,Browser,Chrome,80.0.3987.132,1080,2282,1,1,1,0,0,0,0,0,0,Chrome,Android
29161,A,Mobile,Android,Browser,Chrome,110,1650,720,1,1,1,0,0,1,0,0,0,Chrome,Android
29162,B,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.115,720,1280,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29163,B,Mobile,Android,Browser,Chrome,103.0.5060.129,1082,2401,1,1,1,0,0,0,0,0,0,Chrome,Android
29164,A,Desktop,Mac OS,Browser,Chrome,87.0.4280.88,2560,1600,1,1,1,0,1,0,0,0,0,Chrome,Mac OS
29165,A,Desktop,Windows NT,Browser,Chrome,80.0.3987.116,1920,1080,1,1,1,1,0,0,0,0,0,Chrome,Windows NT
29166,A,Mobile,Android,Browser,Chrome,116,1243,2762,1,1,1,1,0,1,0,0,0,Chrome,Android
29167,A,Desktop,Mac OS,Browser,Safari,17.0.1,2360,1482,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29168,A,Mobile,iOS,Browser,Safari,12.0.0,1170,2532,1,1,1,0,0,0,0,0,0,Safari,iOS
29169,B,Mobile,Android,Browser,Opera Mobile,75.3.3978.72666,1081,2341,1,1,1,0,0,0,0,0,0,Other,Android
29170,B,Tablet,Android,Browser Webview,Chrome Webview,99.0.4844.88,801,1340,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29171,B,Desktop,Mac OS,Browser,Safari,16.5,2048,1152,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29172,B,Desktop,Windows NT,Browser,Chrome,117,3840,2401,1,1,1,0,1,0,0,0,0,Chrome,Windows NT
29173,A,Mobile,Android,Browser,Chrome,116,647,1367,1,1,1,0,0,0,0,0,0,Chrome,Android
29174,B,Mobile,Android,Browser Webview,Chrome Webview,92.0.4515.131,1080,2342,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29175,A,Mobile,Android,Browser,Chrome,116,786,1746,1,1,1,0,0,0,1,0,0,Chrome,Android
29176,B,Mobile,Android,Browser,Mi Browser,13.32.0-gn,1080,2282,1,1,1,0,0,0,1,0,0,Other,Android
29177,A,Desktop,Linux,Browser,Chrome,79.0.3945.130,1509,1034,1,1,1,0,0,0,1,0,0,Chrome,Linux
29178,A,Tablet,iOS,Browser,Safari,17.0,2266,2818,1,1,1,1,0,0,0,0,0,Safari,iOS
29179,A,Desktop,Mac OS,Browser,Safari,16.5,4096,2560,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29180,A,Desktop,Mac OS,Browser,Safari,13.0.5,2048,2732,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29181,A,Mobile,Android,Browser,Chrome,116,843,1684,1,1,1,0,0,0,0,0,0,Chrome,Android
29182,B,Mobile,Android,Browser,SamsungBrowser,10.1,1440,2560,1,1,1,0,0,0,0,0,0,SamsungBrowser,Android
29183,B,Mobile,Android,Browser,Chrome,104,1080,2282,1,1,1,0,0,0,1,0,0,Chrome,Android
29184,A,Desktop,Linux,Browser,Chrome,112,1366,768,1,1,1,0,1,0,0,0,0,Chrome,Linux
29185,B,Desktop,Windows NT,Browser,Edge,112,1547,1038,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29186,A,Mobile,Android,Browser,SamsungBrowser,9.0,540,960,1,1,1,0,0,0,0,0,0,SamsungBrowser,Android
29187,A,Desktop,Windows NT,Browser,Chrome,117,3258,1374,1,1,1,0,1,0,0,0,0,Chrome,Windows NT
29188,A,Desktop,Windows NT,Browser,Edge,115,1440,900,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29189,A,Desktop,Mac OS,Browser,Opera,75.0.3969.218,3024,1964,1,1,1,0,0,0,1,0,0,Other,Mac OS
29190,A,Mobile,Android,Browser,Chrome,84.0.4147.111,1080,2249,1,1,1,1,0,0,1,0,0,Chrome,Android
29191,B,Desktop,Windows NT,Browser,Chrome,117,3200,2400,1,1,1,0,0,0,0,0,0,Chrome,Windows NT
29192,A,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.131,1080,2241,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29193,A,Desktop,Windows NT,Browser,Firefox,118.0,1599,1200,1,1,1,0,0,0,0,0,0,Firefox,Windows NT
29194,B,Tablet,Android,Browser,Chrome,84.0.4147.125,1024,768,1,1,1,0,0,0,1,0,0,Chrome,Android
29195,B,Mobile,Android,Browser Webview,Chrome Webview,106.0.5249.126,720,1544,1,1,1,0,0,1,0,0,0,Chrome Webview,Android
29196,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,1080,2550,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29197,A,Desktop,Windows NT,Browser,Chrome,118,1920,1200,1,1,1,0,1,0,0,0,0,Chrome,Windows NT
29198,A,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1080,2408,1,1,1,0,0,1,0,0,0,Chrome Webview,Android
29199,B,Mobile,Android,Browser,Chrome,116,865,1926,1,1,1,0,0,0,1,0,0,Chrome,Android
29200,A,Mobile,Android,Browser Webview,Chrome Webview,72.0.3626.121,1080,2281,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29201,A,Desktop,Linux,Browser,HeyTapBrowser,45.10.1.0.1.2beta,1080,2340,1,1,1,0,0,0,0,0,0,Other,Linux
29202,A,Desktop,Windows NT,Browser,Edge,117,960,600,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29203,A,Mobile,Android,Browser Webview,Chrome Webview,105.0.5195.136,1080,2410,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
29204,B,Desktop,Android,Browser,Chrome,117,720,1600,1,1,1,0,0,0,1,0,0,Chrome,Android
29205,B,Desktop,Mac OS,Browser,Chrome,85.0.4183.102,2560,1440,1,1,1,0,1,0,0,0,0,Chrome,Mac OS
29206,A,Mobile,Android,Browser Webview,Chrome Webview,111.0.5563.116,960,2658,1,1,1,1,1,0,0,0,0,Chrome Webview,Android
29207,A,Desktop,Linux,Browser,Firefox,113.0,1600,900,1,1,1,0,0,0,0,0,0,Firefox,Linux
29208,B,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.77,720,1280,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29209,A,Desktop,Mac OS,Browser,Safari,15.3,1366,768,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29210,B,Mobile,Android,Browser Webview,Chrome Webview,106.0.5249.79,720,1601,1,1,1,0,0,1,0,0,0,Chrome Webview,Android
29211,B,Mobile,Android,Browser,Chrome,87.0.4280.66,1440,2560,1,1,1,0,0,0,1,0,0,Chrome,Android
29212,A,Desktop,Windows NT,Browser,Yandex Browser,23.7.3.823,1920,1080,1,1,1,0,1,0,0,0,0,Other,Windows NT
29213,A,Mobile,iOS,Browser,Opera Touch,2.5.1,828,1792,1,1,1,0,0,0,0,0,0,Other,iOS
29214,A,Mobile,Android,Browser,Chrome,118,1189,2640,1,1,1,0,1,0,0,0,0,Chrome,Android
29215,A,Mobile,Android,Browser,Huawei Browser,14.0.0.365,720,1602,1,1,1,0,1,0,0,0,0,Other,Android
29216,A,Mobile,Android,Browser Webview,Chrome Webview,96.0.4664.92,720,1544,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29217,B,Tablet,iOS,Browser,Safari,17.0.1,640,1268,1,1,1,0,0,0,0,0,0,Safari,iOS
29218,B,Desktop,Mac OS,Browser,AppleWebKit,13.1.2,1920,1080,1,1,1,0,0,0,0,0,0,Other,Mac OS
29219,B,Mobile,Android,Browser,Opera Mobile,68.2.3557.64219,1080,2400,1,1,1,0,1,0,0,0,0,Other,Android
29220,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.130,721,1612,1,1,1,0,0,1,0,0,0,Chrome Webview,Android
29221,B,Mobile,Android,Browser,Chrome,115,1440,3217,1,1,1,0,0,0,1,0,0,Chrome,Android
29222,B,Mobile,Android,Browser,Edge,117,2400,1081,1,1,1,0,0,0,1,0,0,Edge,Android
29223,B,Tablet,iOS,Browser,Safari,16.1,2048,2732,1,1,1,0,0,0,0,0,0,Safari,iOS
29224,A,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,720,1464,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29225,A,Mobile,Android,Browser,Chrome,117,582,1230,1,1,1,0,0,0,0,0,0,Chrome,Android
29226,B,Mobile,Android,Browser Webview,Chrome Webview,112.0.5615.135,721,1613,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29227,B,Mobile,Android,Browser,Opera Mobile,77.4.4095.74896,720,1544,1,1,1,0,0,0,0,0,0,Other,Android
29228,A,Mobile,iOS,Browser,Chrome iOS,116.0.5845.90,750,1334,1,1,1,0,0,0,0,0,0,Chrome iOS,iOS
29229,B,Mobile,Android,Browser,Chrome,83.0.4103.106,1600,720,1,1,1,0,0,0,0,0,0,Chrome,Android
29230,B,Mobile,Android,Browser Webview,Chrome Webview,100.0.4896.60,480,960,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
29231,A,Desktop,Windows NT,Browser,Edge,117,1848,1155,1,1,1,0,0,1,0,0,0,Edge,Windows NT
29232,B,Mobile,iOS,Browser,Firefox iOS,115.1,1179,2556,1,1,1,0,0,0,0,0,0,Other,iOS
29233,B,Mobile,Android,Browser Webview,Chrome Webview,55.0.2883.91,3240,5760,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29234,B,Mobile,Android,Browser,Chrome,116,1081,2162,1,1,1,0,0,0,1,0,0,Chrome,Android
29235,B,Desktop,Windows NT,Browser,Yandex Browser,23.9.0.2272,2560,1440,1,1,1,0,0,0,1,0,0,Other,Windows NT
29236,B,Mobile,Android,Browser Webview,Chrome Webview,90.0.4430.91,1081,1921,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
29237,A,Mobile,Android,Browser,Chrome,87.0.4280.141,1443,3123,1,1,1,0,0,0,1,0,0,Chrome,Android
29238,B,Mobile,Android,Browser,Chrome,116.0.5845.554,720,1560,1,1,1,0,0,0,0,0,0,Chrome,Android
29239,B,Mobile,iOS,Browser,Safari,12.1.1,1242,2208,1,1,1,0,0,0,0,0,0,Safari,iOS
29240,B,Mobile,Android,Browser,Chrome,101.0.4951.61,1081,2241,1,1,1,0,0,0,0,0,0,Chrome,Android
29241,B,Desktop,Mac OS,Browser,Safari,16.3,1179,2556,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29242,B,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.101,480,855,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
29243,B,Mobile,Android,Browser,Opera Mobile,76.2.4027.73374,720,1280,1,1,1,0,0,0,1,0,0,Other,Android
29244,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.139,1080,2412,1,1,1,1,1,0,0,0,0,Chrome Webview,Android
29245,B,Mobile,Android,Browser,Chrome,117.0.5938.153,1080,2340,1,1,1,0,0,0,1,0,0,Chrome,Android
29246,B,Mobile,Android,Browser,Chrome,110,1442,3041,1,1,1,0,0,0,0,0,0,Chrome,Android
29247,A,Mobile,iOS,Browser,Edge iOS,116.0.1938.72,1170,2532,1,1,1,0,0,0,0,0,0,Other,iOS
29248,A,Mobile,Android,Browser,Chrome,102,1080,2409,1,1,1,0,1,0,0,0,0,Chrome,Android
29249,A,Mobile,Android,Browser,Chrome,117,360,801,1,1,1,0,0,0,1,0,0,Chrome,Android
29250,A,Desktop,Linux,Browser,Chrome,79.0.3945.130,1534,1028,1,1,1,0,1,0,0,0,0,Chrome,Linux
29251,B,Mobile,Android,Browser Webview,Chrome Webview,120.0.6056.0,1081,2341,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29252,A,Mobile,Android,Browser,SamsungBrowser,22.0,3090,1443,1,1,1,0,0,0,0,0,0,SamsungBrowser,Android
29253,B,Desktop,Linux,Browser,Chrome,117,1080,2310,1,1,1,0,0,0,0,0,0,Chrome,Linux
29254,B,Mobile,iOS,Browser,Safari,6.0,1250,1294,1,1,1,0,0,0,0,0,0,Safari,iOS
29255,A,Mobile,Android,Browser Webview,Chrome Webview,101.0.4951.41,1080,2340,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29256,A,Desktop,Mac OS,Browser,Safari,17.1,1520,1414,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29257,B,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.166,721,1600,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29258,B,Desktop,Windows NT,Browser,Chrome,110,3440,1440,1,1,1,0,1,0,0,0,0,Chrome,Windows NT
29259,B,Desktop,Windows NT,Browser,Edge,117,2820,1880,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29260,A,Mobile,Android,Browser,SamsungBrowser,22.0,920,2147,1,1,1,0,0,1,0,0,0,SamsungBrowser,Android
29261,A,Mobile,Android,Browser,Opera Mobile,61.2.3076.56749,720,1560,1,1,1,0,0,0,1,0,0,Other,Android
29262,A,Desktop,Windows NT,Browser,Edge,88.0.705.68,1280,720,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29263,B,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.139,720,1440,1,1,1,0,0,1,0,0,0,Chrome Webview,Android
29264,B,Desktop,Windows NT,Browser,Edge,97.0.1072.76,2048,1152,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29265,A,Mobile,iOS,Browser,Chrome iOS,115.0.5790.130,750,1624,1,1,1,0,0,0,0,0,0,Chrome iOS,iOS
29266,B,Desktop,Chrome OS,Browser,Chrome,117,2399,1349,1,1,1,0,1,0,0,0,0,Chrome,Other
29267,B,Desktop,Linux,Browser,Chrome,117,801,1281,1,1,1,0,0,1,0,0,0,Chrome,Linux
29268,B,Mobile,Android,Browser,Chrome,115,1242,2209,1,1,1,0,0,1,0,0,0,Chrome,Android
29269,A,Mobile,iOS,Browser,Yandex Browser,23.9.4.409.10,1242,2208,1,1,1,0,0,0,0,0,0,Other,iOS
29270,B,Mobile,Android,Browser,Chrome,117,1350,1800,1,1,1,0,0,0,1,0,0,Chrome,Android
29271,A,Desktop,Mac OS,Browser,Safari,17.1,2322,1254,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29272,A,Mobile,Android,Browser,Chrome,117,2520,1081,1,1,1,0,0,0,0,0,0,Chrome,Android
29273,B,Desktop,Android,Browser,Chrome,117,720,1601,1,1,1,0,0,0,1,0,0,Chrome,Android
29274,A,Tablet,FireOS,Browser,Silk,108.7.2,1281,801,1,1,1,0,0,0,0,0,0,Other,Other
29275,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.168,1443,3123,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29276,A,Desktop,Windows NT,Browser,Chrome,116,3457,2160,1,1,1,0,1,0,0,0,0,Chrome,Windows NT
29277,A,Mobile,Android,Browser,Edge,117,1081,2302,1,1,1,0,0,0,0,0,0,Edge,Android
29278,A,Desktop,Windows NT,Browser,Edge,110,1500,1015,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29279,A,Desktop,Windows NT,Browser,Chrome,117,1320,1102,1,1,1,0,0,0,1,0,0,Chrome,Windows NT
29280,B,Mobile,Android,Browser,Opera Mobile,76.1.4027.73300,1081,2220,1,1,1,0,1,0,0,0,0,Other,Android
29281,A,Desktop,Android,Browser,Chrome,102,1080,2400,1,1,1,0,1,0,0,0,0,Chrome,Android
29282,A,Desktop,Mac OS,Browser,Safari,17.0.1,780,1688,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29283,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,2640,1081,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29284,A,Mobile,Android,Browser,Chrome,114,1243,2734,1,1,1,0,0,0,1,0,0,Chrome,Android
29285,B,Mobile,Android,Browser,Chrome,117,2378,1081,1,1,1,0,0,0,0,0,0,Chrome,Android
29286,B,Mobile,Android,Browser,Unknown,??,1081,2220,1,1,1,0,0,0,1,0,0,Other,Android
29287,B,Mobile,Android,Browser,Firefox,118.0,1080,2247,1,1,1,0,0,0,0,0,0,Firefox,Android
29288,B,Mobile,Android,Browser Webview,Chrome Webview,83.0.4103.101,720,1520,1,1,1,0,0,0,0,0,0,Chrome Webview,Android
29289,A,Desktop,Windows NT,Browser,Yandex Browser,23.7.4.971,1680,1050,1,1,1,0,0,0,1,0,0,Other,Windows NT
29290,A,Mobile,Android,Browser,Yandex Browser,23.7.7.58.00,720,1600,1,1,1,0,0,1,0,0,0,Other,Android
29291,A,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.217,1080,2412,1,1,1,1,1,0,0,0,0,Chrome Webview,Android
29292,B,Desktop,Mac OS,Browser,Safari,16.4,1512,982,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29293,B,Tablet,iOS,Browser,Safari,15.6.4,750,1334,1,1,1,0,0,0,0,0,0,Safari,iOS
29294,A,Desktop,Windows NT,Browser,Edge,112,1523,1040,1,1,1,0,1,0,0,0,0,Edge,Windows NT
29295,A,Mobile,Android,Browser,Chrome,99.0.4844.88,1080,2642,1,1,1,0,0,0,1,0,0,Chrome,Android
29296,A,Desktop,Mac OS,Browser,Chrome,117,1080,675,1,1,1,0,1,0,0,0,0,Chrome,Mac OS
29297,A,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.131,1081,2341,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
29298,A,Mobile,Android,Browser,Chrome,74.0.3729.157,1081,2401,1,1,1,1,0,0,0,0,0,Chrome,Android
29299,A,Mobile,Android,Browser,Chrome,117,2388,1080,1,1,1,1,0,0,0,0,0,Chrome,Android
29300,A,Mobile,Android,Browser,Chrome,115.0.5790.166,721,1600,1,1,1,0,1,0,0,0,0,Chrome,Android
29301,B,Mobile,Android,Browser Webview,Chrome Webview,108.0.5359.79,1082,2401,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29302,B,Mobile,Android,Browser,Chrome,117,613,1361,1,1,1,0,0,0,0,0,0,Chrome,Android
29303,B,Mobile,Android,Browser,Chrome,92.0.4515.131,720,1520,1,1,1,0,0,0,0,0,0,Chrome,Android
29304,A,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.57,1080,2161,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29305,B,Mobile,iOS,Browser,Opera Touch,4.3.0,1242,2208,1,1,1,0,0,0,0,0,0,Other,iOS
29306,B,Mobile,Android,Browser Webview,Chrome Webview,110.0.5481.153,720,1512,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29307,A,Desktop,Mac OS,Browser,Chrome,100.0.4896.60,3840,2160,1,1,1,0,1,0,0,0,0,Chrome,Mac OS
29308,A,Mobile,Android,Browser,Chrome,107,1212,2618,1,1,1,0,1,0,0,0,0,Chrome,Android
29309,B,Mobile,Android,Browser Webview,Chrome Webview,104.0.5112.97,1080,2408,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29310,A,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.162,1081,2461,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
29311,A,Mobile,Android,Browser,Edge,108,1081,2341,1,1,1,0,0,0,0,0,0,Edge,Android
29312,A,Mobile,Android,Browser,Chrome,117,2886,1404,1,1,1,0,0,0,0,0,0,Chrome,Android
29313,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.130,1442,3202,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29314,B,Mobile,Android,Browser,Chrome,116,1135,2360,1,1,1,0,0,0,0,0,0,Chrome,Android
29315,B,Desktop,Android,Browser,Edge,117,2560,1600,1,1,1,0,1,0,0,0,0,Edge,Android
29316,B,Desktop,Mac OS,Browser,Safari,17.0,6720,2834,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29317,A,Mobile,Android,Mobile App,Chrome Webview,8.0.37.2365,1080,2400,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29318,A,Mobile,Android,Browser,Chrome,116,936,1872,1,1,1,0,0,0,1,0,0,Chrome,Android
29319,A,Tablet,Android,Browser,Chrome,95.0.4638.74,1280,800,1,1,1,0,0,0,1,0,0,Chrome,Android
29320,A,Mobile,Android,Browser,Chrome,116,1189,2692,1,1,1,0,1,0,0,0,0,Chrome,Android
29321,A,Mobile,Android,Browser,Chrome,111.0.5563.116,720,1600,1,1,1,0,0,0,1,0,0,Chrome,Android
29322,A,Mobile,Android,Browser,Opera Mobile,74.0.3922.70977,1080,2340,1,1,1,0,1,0,0,0,0,Other,Android
29323,A,Mobile,Android,Browser,Chrome,115,1080,2318,1,1,1,1,0,0,1,0,0,Chrome,Android
29324,B,Desktop,Windows NT,Browser,Chrome,117,3002,2000,1,1,1,0,0,1,0,0,0,Chrome,Windows NT
29325,B,Mobile,Android,Browser,Chrome,105,2400,1080,1,1,1,0,0,0,1,0,0,Chrome,Android
29326,B,Mobile,Android,Browser,Chrome,117,2640,1189,1,1,1,0,1,0,0,0,0,Chrome,Android
29327,B,Mobile,Android,Browser,Chrome,95.0.4638.74,721,1600,1,1,1,0,0,0,1,0,0,Chrome,Android
29328,B,Mobile,Android,Browser,Chrome,116,1082,2377,1,1,1,0,0,0,0,0,0,Chrome,Android
29329,B,Mobile,Android,Browser Webview,Chrome Webview,118.0.0.0,720,1560,1,1,1,0,0,1,0,0,0,Chrome Webview,Android
29330,A,Desktop,Linux,Browser,Firefox,105.0,1537,1010,1,1,1,0,1,0,0,0,0,Firefox,Linux
29331,B,Desktop,Windows NT,Browser,Opera,103.0.0.0,4096,2304,1,1,1,0,0,0,0,0,0,Other,Windows NT
29332,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.131,1080,2640,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29333,A,Mobile,Android,Browser,Chrome,108,1221,2713,1,1,1,0,0,0,1,0,0,Chrome,Android
29334,A,Desktop,Linux,Browser,XiaoMi,MiuiBrowser,1520,720,1,1,1,0,0,0,0,0,0,Other,Linux
29335,A,Mobile,Android,Browser,Chrome,115,2341,1081,1,1,1,0,0,1,0,0,0,Chrome,Android
29336,A,Mobile,Android,Browser,Firefox,114.0,720,1600,1,1,1,0,0,0,0,0,0,Firefox,Android
29337,A,Desktop,Mac OS,Browser,Safari,17.0,4548,2546,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29338,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.168,1081,2281,1,1,1,0,1,0,0,0,0,Chrome Webview,Android
29339,B,Desktop,Mac OS,Browser,Safari,16.2,2688,1680,1,1,1,0,0,0,0,0,0,Safari,Mac OS
29340,B,Tablet,Android,Browser,Chrome,99.0.4844.88,2000,1200,1,1,1,0,0,0,1,0,0,Chrome,Android
29341,A,Desktop,Linux,Browser,Firefox,107.0,1501,1018,1,1,1,0,0,0,1,0,0,Firefox,Linux
29342,A,Mobile,Android,Browser Webview,Chrome Webview,94.0.4606.85,1443,3202,1,1,1,0,0,0,1,0,0,Chrome Webview,Android
